date,sbi-sp_start_100,rakuten-vti_start_100
2025-12-29,169.53939904847022,167.65384454045892
2025-12-30,169.03904759242243,167.12110407315743
2026-01-05,168.67430527787036,166.86102604975042
2026-01-06,169.16062703484752,167.49024707412224
2026-01-07,170.1052149013913,168.6102604975041
2026-01-08,169.7638545603358,168.2411174965393
2026-01-09,170.04910197459938,168.59767607701664
2026-01-13,172.70049396865917,171.2571836066949
2026-01-14,173.40659720829942,171.97030076764966
2026-01-15,171.83540164857834,170.56084567305675
2026-01-16,172.49474267647403,171.29074206132807
2026-01-19,171.03110063560015,169.87709215990603
2026-01-20,171.72317456370013,170.5650404798859
2026-01-21,168.3048908299335,167.25953269851922
2026-01-22,170.25017895473275,169.26045555602164
2026-01-23,171.50339392702213,170.53148202525276
2026-01-26,167.51461601201774,166.32828558244893
2026-01-27,167.80453858338822,166.48349343512731
2026-01-28,166.4718282257774,165.07403834053443
2026-01-29,167.1826063318799,165.7200385922228
2026-01-30,167.38835796549253,165.88783086538865
2026-02-02,168.61351520453147,166.80649356097152
2026-02-03,169.8620544451071,168.0775200302026
2026-02-04,168.90343794084612,167.28889634632324
2026-02-05,168.88005663793194,167.3308444146147
2026-02-06,166.7711010674437,165.1453500566299
2026-02-09,170.15665114635144,168.7864423843282
2026-02-10,170.09586098116287,168.76127354335333
2026-02-12,166.52326277079666,165.1285708293133
2026-02-13,163.5445396076336,162.08314107135365
2026-02-16,163.79237663840044,162.53618020890138
2026-02-17,164.05891924875166,162.80045303913755
2026-02-18,164.24129042456696,162.8969335962079
2026-02-19,166.7290154751311,165.40123327320777
2026-02-20,166.68692973704486,165.47254498930323
2026-02-24,165.87795139469068,164.31897311128822
2026-02-25,168.1225156237518,166.69742858341374
2026-02-26,169.89011035994076,168.34179286043877
2026-02-27,168.56207596945487,167.3014807668107
