äÓèÄì˙,äÓèÄâøäz(â~),ï™îzã‡çƒìäéëäÓèÄâøäz(â~),èÉéëéYëçäz(â≠â~),ï™îzã‡(â~)
2017/09/29,10000,10000,0.05,
2017/10/02,9980,9980,0.04,
2017/10/03,10031,10031,0.21,
2017/10/04,10017,10017,0.65,
2017/10/05,10044,10044,0.91,
2017/10/06,10103,10103,1.24,
2017/10/10,10063,10063,1.34,
2017/10/11,10046,10046,1.57,
2017/10/12,10070,10070,2.27,
2017/10/13,10043,10043,2.64,
2017/10/16,10032,10032,3.44,
2017/10/17,10052,10052,4.00,
2017/10/18,10054,10054,4.45,
2017/10/19,10136,10136,4.66,
2017/10/20,10117,10117,4.87,
2017/10/23,10272,10272,5.16,
2017/10/24,10183,10183,6.26,
2017/10/25,10247,10247,7.90,
2017/10/26,10163,10163,8.64,
2017/10/27,10228,10228,9.64,
2017/10/30,10276,10276,10.15,
2017/10/31,10176,10176,11.31,
2017/11/01,10259,10259,12.82,
2017/11/02,10284,10284,13.48,
2017/11/06,10341,10341,14.41,
2017/11/07,10301,10301,14.83,
2017/11/08,10286,10286,16.25,
2017/11/09,10330,10330,17.32,
2017/11/10,10228,10228,17.83,
2017/11/13,10256,10256,18.50,
2017/11/14,10259,10259,18.97,
2017/11/15,10224,10224,19.44,
2017/11/16,10135,10135,19.96,
2017/11/17,10218,10218,20.62,
2017/11/20,10129,10129,20.88,
2017/11/21,10196,10196,21.34,
2017/11/22,10241,10241,22.01,
2017/11/24,10151,10151,21.97,
2017/11/27,10191,10191,22.27,
2017/11/28,10121,10121,22.68,
2017/11/29,10278,10278,23.46,
2017/11/30,10317,10317,23.86,
2017/12/01,10436,10436,24.50,
2017/12/04,10441,10441,24.82,
2017/12/05,10400,10400,24.98,
2017/12/06,10356,10356,25.40,
2017/12/07,10353,10353,25.83,
2017/12/08,10466,10466,26.59,
2017/12/11,10554,10554,27.15,
2017/12/12,10572,10572,27.50,
2017/12/13,10568,10568,28.18,
2017/12/14,10512,10512,28.63,
2017/12/15,10426,10426,28.86,
2017/12/18,10551,10551,29.90,
2017/12/19,10611,10611,30.63,
2017/12/20,10601,10601,31.79,
2017/12/21,10623,10623,32.58,
2017/12/22,10659,10659,33.51,
2017/12/25,10638,10638,34.29,
2017/12/26,10653,10653,35.02,
2017/12/27,10647,10647,35.00,
2017/12/28,10657,10657,37.20,
2017/12/29,10635,10635,37.71,
2018/01/04,10707,10707,38.57,
2018/01/05,10756,10756,39.40,
2018/01/09,10874,10874,42.40,
2018/01/10,10825,10825,43.32,
2018/01/11,10714,10714,45.83,
2018/01/12,10781,10781,47.73,
2018/01/15,10811,10811,49.02,
2018/01/16,10805,10805,50.13,
2018/01/17,10711,10711,49.69,
2018/01/18,10903,10903,53.18,
2018/01/19,10863,10863,53.88,
2018/01/22,10884,10884,54.71,
2018/01/23,10992,10992,56.72,
2018/01/24,10950,10950,57.86,
2018/01/25,10862,10862,58.46,
2018/01/26,10894,10894,60.34,
2018/01/29,10901,10901,61.48,
2018/01/30,10863,10863,62.34,
2018/01/31,10725,10725,63.05,
2018/02/01,10773,10773,63.34,
2018/02/02,10789,10789,64.05,
2018/02/05,10603,10603,63.95,
2018/02/06,10105,10105,61.15,
2018/02/07,10303,10303,62.74,
2018/02/08,10257,10257,61.60,
2018/02/09,9843,9843,60.19,
2018/02/13,10097,10097,63.11,
2018/02/14,10046,10046,63.37,
2018/02/15,10093,10093,65.66,
2018/02/16,10162,10162,66.61,
2018/02/19,10166,10166,68.05,
2018/02/20,10214,10214,69.33,
2018/02/21,10223,10223,69.39,
2018/02/22,10173,10173,71.19,
2018/02/23,10131,10131,71.51,
2018/02/26,10280,10280,73.07,
2018/02/27,10382,10382,74.23,
2018/02/28,10300,10300,74.53,
2018/03/01,10126,10126,74.16,
2018/03/02,9963,9963,73.65,
2018/03/05,9959,9959,74.54,
2018/03/06,10137,10137,75.97,
2018/03/07,10115,10115,76.81,
2018/03/08,10171,10171,77.89,
2018/03/09,10268,10268,79.43,
2018/03/12,10459,10459,81.19,
2018/03/13,10397,10397,81.19,
2018/03/14,10364,10364,82.66,
2018/03/15,10248,10248,82.17,
2018/03/16,10257,10257,82.61,
2018/03/19,10241,10241,83.41,
2018/03/20,10128,10128,83.01,
2018/03/22,10087,10087,83.04,
2018/03/23,9773,9773,81.03,
2018/03/26,9576,9576,80.10,
2018/03/27,9881,9881,83.43,
2018/03/28,9698,9698,83.06,
2018/03/29,9804,9804,84.67,
2018/03/30,9876,9876,86.04,
2018/04/02,9882,9882,87.09,
2018/04/03,9616,9616,84.75,
2018/04/04,9799,9799,88.00,
2018/04/05,9936,9936,89.87,
2018/04/06,10042,10042,91.27,
2018/04/09,9799,9799,89.75,
2018/04/10,9821,9821,90.32,
2018/04/11,10013,10013,92.90,
2018/04/12,9949,9949,93.02,
2018/04/13,10075,10075,94.66,
2018/04/16,10056,10056,95.64,
2018/04/17,10099,10099,96.35,
2018/04/18,10217,10217,98.57,
2018/04/19,10258,10258,99.49,
2018/04/20,10201,10201,99.79,
2018/04/23,10154,10154,99.97,
2018/04/24,10237,10237,101.38,
2018/04/25,10126,10126,101.04,
2018/04/26,10188,10188,102.03,
2018/04/27,10277,10277,103.56,
2018/05/01,10210,10210,103.17,
2018/05/02,10275,10275,104.25,
2018/05/07,10230,10230,105.04,
2018/05/08,10271,10271,105.81,
2018/05/09,10313,10313,106.77,
2018/05/10,10472,10472,108.67,
2018/05/11,10518,10518,109.52,
2018/05/14,10521,10521,110.04,
2018/05/15,10568,10568,111.05,
2018/05/16,10560,10560,111.37,
2018/05/17,10611,10611,112.99,
2018/05/18,10673,10673,114.24,
2018/05/21,10663,10663,114.62,
2018/05/22,10730,10730,116.37,
2018/05/23,10683,10683,117.25,
2018/05/24,10596,10596,116.71,
2018/05/25,10569,10569,116.85,
2018/05/28,10544,10544,117.14,
2018/05/29,10517,10517,117.76,
2018/05/30,10333,10333,115.70,
2018/05/31,10494,10494,118.29,
2018/06/01,10445,10445,118.10,
2018/06/04,10623,10623,120.57,
2018/06/05,10698,10698,122.42,
2018/06/06,10705,10705,123.16,
2018/06/07,10831,10831,125.32,
2018/06/08,10787,10787,125.32,
2018/06/11,10778,10778,125.95,
2018/06/12,10888,10888,127.36,
2018/06/13,10922,10922,129.30,
2018/06/14,10866,10866,129.58,
2018/06/15,10932,10932,130.87,
2018/06/18,10910,10910,131.71,
2018/06/19,10857,10857,132.05,
2018/06/20,10815,10815,133.07,
2018/06/21,10873,10873,134.43,
2018/06/22,10761,10761,134.07,
2018/06/25,10737,10737,134.30,
2018/06/26,10575,10575,132.88,
2018/06/27,10630,10630,134.90,
2018/06/28,10547,10547,134.48,
2018/06/29,10659,10659,136.62,
2018/07/02,10698,10698,137.60,
2018/07/03,10730,10730,138.57,
2018/07/04,10648,10648,138.86,
2018/07/05,10654,10654,139.44,
2018/07/06,10773,10773,140.99,
2018/07/09,10840,10840,142.94,
2018/07/10,10995,10995,145.50,
2018/07/11,11010,11010,147.31,
2018/07/12,11055,11055,149.10,
2018/07/13,11202,11202,150.28,
2018/07/17,11159,11159,150.65,0
2018/07/18,11267,11267,153.66,
2018/07/19,11267,11267,154.80,
2018/07/20,11225,11225,154.81,
2018/07/23,11041,11041,154.17,
2018/07/24,11089,11089,157.15,
2018/07/25,11117,11117,158.99,
2018/07/26,11153,11153,160.79,
2018/07/27,11175,11175,162.04,
2018/07/30,11085,11085,161.96,
2018/07/31,11002,11002,161.83,
2018/08/01,11147,11147,165.51,
2018/08/02,11122,11122,165.98,
2018/08/03,11196,11196,168.48,
2018/08/06,11177,11177,169.24,
2018/08/07,11235,11235,170.72,
2018/08/08,11285,11285,172.87,
2018/08/09,11219,11219,172.60,
2018/08/10,11213,11213,173.54,
2018/08/13,11107,11107,173.67,
2018/08/14,11086,11086,174.20,
2018/08/15,11221,11221,177.24,
2018/08/16,11054,11054,176.48,
2018/08/17,11168,11168,180.42,
2018/08/20,11176,11176,180.39,
2018/08/21,11130,11130,180.38,
2018/08/22,11201,11201,182.67,
2018/08/23,11264,11264,185.27,
2018/08/24,11316,11316,186.69,
2018/08/27,11355,11355,187.04,
2018/08/28,11440,11440,189.38,
2018/08/29,11446,11446,191.31,
2018/08/30,11561,11561,194.37,
2018/08/31,11442,11442,193.56,
2018/09/03,11439,11439,194.41,
2018/09/04,11448,11448,195.43,
2018/09/05,11477,11477,195.94,
2018/09/06,11413,11413,200.27,
2018/09/07,11303,11303,199.65,
2018/09/10,11319,11319,201.16,
2018/09/11,11396,11396,204.94,
2018/09/12,11447,11447,208.11,
2018/09/13,11433,11433,209.07,
2018/09/14,11560,11560,212.88,
2018/09/18,11468,11468,213.49,
2018/09/19,11577,11577,216.76,
2018/09/20,11587,11587,219.35,
2018/09/21,11699,11699,223.11,
2018/09/25,11688,11688,223.47,
2018/09/26,11672,11672,224.59,
2018/09/27,11623,11623,226.13,
2018/09/28,11720,11720,229.64,
2018/10/01,11756,11756,231.58,
2018/10/02,11781,11781,235.27,
2018/10/03,11725,11725,237.71,
2018/10/04,11824,11824,241.13,
2018/10/05,11694,11694,239.64,
2018/10/09,11493,11493,236.34,
2018/10/10,11481,11481,237.01,
2018/10/11,11048,11048,230.30,
2018/10/12,10796,10796,226.68,
2018/10/15,10923,10923,230.91,
2018/10/16,10860,10860,233.43,
2018/10/17,11149,11149,243.37,
2018/10/18,11175,11175,247.57,
2018/10/19,10980,10980,245.18,
2018/10/22,10964,10964,246.16,
2018/10/23,10948,10948,247.07,
2018/10/24,10854,10854,246.66,
2018/10/25,10476,10476,238.72,
2018/10/26,10716,10716,244.64,
2018/10/29,10483,10483,240.84,
2018/10/30,10476,10476,242.06,
2018/10/31,10710,10710,248.85,
2018/11/01,10776,10776,251.22,
2018/11/02,10906,10906,255.61,
2018/11/05,10896,10896,257.58,
2018/11/06,10949,10949,259.64,
2018/11/07,11004,11004,263.01,
2018/11/08,11275,11275,270.33,
2018/11/09,11293,11293,272.05,
2018/11/12,11168,11168,269.87,
2018/11/13,10927,10927,265.14,
2018/11/14,10938,10938,265.41,
2018/11/15,10833,10833,266.02,
2018/11/16,10953,10953,271.68,
2018/11/19,10887,10887,271.32,
2018/11/20,10694,10694,267.31,
2018/11/21,10526,10526,264.35,
2018/11/22,10594,10594,267.05,
2018/11/26,10533,10533,266.97,
2018/11/27,10740,10740,272.23,
2018/11/28,10779,10779,276.46,
2018/11/29,11016,11016,283.64,
2018/11/30,10979,10979,283.46,
2018/12/03,11074,11074,286.32,
2018/12/04,11200,11200,290.29,
2018/12/05,10766,10766,282.17,
2018/12/06,10771,10771,282.69,
2018/12/07,10744,10744,281.98,
2018/12/10,10466,10466,281.64,
2018/12/11,10532,10532,284.49,
2018/12/12,10570,10570,286.37,
2018/12/13,10619,10619,288.86,
2018/12/14,10611,10611,290.20,
2018/12/17,10415,10415,287.83,
2018/12/18,10132,10132,280.80,
2018/12/19,10103,10103,281.91,
2018/12/20,9957,9957,277.43,
2018/12/21,9688,9688,270.49,
2018/12/25,9138,9138,256.48,
2018/12/26,9188,9188,258.21,
2018/12/27,9665,9665,271.61,
2018/12/28,9741,9741,276.12,
2019/01/04,9316,9316,265.85,
2019/01/07,9697,9697,278.05,
2019/01/08,9818,9818,286.38,
2019/01/09,9911,9911,290.86,
2019/01/10,9910,9910,292.03,
2019/01/11,9984,9984,295.20,
2019/01/15,9917,9917,294.36,
2019/01/16,10029,10029,298.54,
2019/01/17,10106,10106,302.84,
2019/01/18,10226,10226,307.05,
2019/01/21,10386,10386,312.58,
2019/01/22,10387,10387,313.25,
2019/01/23,10227,10227,308.44,
2019/01/24,10242,10242,313.70,
2019/01/25,10285,10285,315.16,
2019/01/28,10341,10341,317.33,
2019/01/29,10250,10250,315.73,
2019/01/30,10258,10258,317.27,
2019/01/31,10368,10368,321.20,
2019/02/01,10458,10458,324.06,
2019/02/04,10529,10529,326.97,
2019/02/05,10653,10653,334.87,
2019/02/06,10678,10678,336.66,
2019/02/07,10677,10677,338.32,
2019/02/08,10567,10567,335.37,
2019/02/12,10667,10667,339.50,
2019/02/13,10800,10800,344.09,
2019/02/14,10876,10876,347.63,
2019/02/15,10804,10804,345.60,
2019/02/18,10931,10931,349.67,
2019/02/19,10930,10930,352.91,
2019/02/20,10974,10974,354.32,
2019/02/21,10992,10992,355.99,
2019/02/22,10962,10962,355.86,
2019/02/25,11034,11034,358.03,
2019/02/26,11073,11073,359.54,
2019/02/27,11011,11011,358.42,
2019/02/28,11042,11042,359.47,
2019/03/01,11086,11086,355.43,
2019/03/04,11208,11208,359.94,
2019/03/05,11144,11144,362.05,
2019/03/06,11106,11106,361.16,
2019/03/07,11015,11015,358.33,
2019/03/08,10921,10921,355.75,
2019/03/11,10837,10837,353.34,
2019/03/12,11047,11047,359.10,
2019/03/13,11066,11066,360.66,
2019/03/14,11137,11137,363.96,
2019/03/15,11193,11193,366.17,
2019/03/18,11209,11209,366.82,
2019/03/19,11224,11224,370.76,
2019/03/20,11254,11254,371.27,
2019/03/22,11247,11247,370.78,
2019/03/25,10930,10930,360.79,
2019/03/26,10947,10947,361.55,
2019/03/27,11062,11062,366.05,
2019/03/28,10995,10995,365.03,
2019/03/29,11106,11106,369.26,
2019/04/01,11190,11190,372.84,
2019/04/02,11354,11354,378.80,
2019/04/03,11360,11360,385.04,
2019/04/04,11390,11390,385.54,
2019/04/05,11441,11441,386.94,
2019/04/08,11461,11461,386.93,
2019/04/09,11469,11469,387.55,
2019/04/10,11377,11377,385.42,
2019/04/11,11421,11421,386.98,
2019/04/12,11491,11491,390.02,
2019/04/15,11589,11589,393.83,
2019/04/16,11578,11578,397.27,
2019/04/17,11596,11596,399.80,
2019/04/18,11542,11542,398.15,
2019/04/19,11557,11557,399.15,
2019/04/22,11554,11554,399.71,
2019/04/23,11544,11544,399.36,
2019/04/24,11670,11670,405.49,
2019/04/25,11688,11688,406.42,
2019/04/26,11624,11624,404.68,
2019/05/07,11564,11564,403.03,
2019/05/08,11314,11314,395.39,
2019/05/09,11277,11277,402.57,
2019/05/10,11226,11226,401.33,
2019/05/13,11266,11266,403.71,
2019/05/14,10951,10951,393.92,
2019/05/15,11068,11068,399.44,
2019/05/16,11122,11122,402.08,
2019/05/17,11273,11273,409.91,
2019/05/20,11211,11211,409.11,
2019/05/21,11131,11131,407.83,
2019/05/22,11277,11277,415.41,
2019/05/23,11210,11210,413.98,
2019/05/24,11014,11014,407.64,
2019/05/27,11016,11016,411.40,
2019/05/28,11023,11023,412.83,
2019/05/29,10897,10897,408.12,
2019/05/30,10856,10856,409.08,
2019/05/31,10852,10852,409.40,
2019/06/03,10607,10607,401.05,
2019/06/04,10544,10544,399.38,
2019/06/05,10800,10800,416.96,
2019/06/06,10910,10910,421.31,
2019/06/07,10983,10983,425.28,
2019/06/10,11082,11082,429.91,
2019/06/11,11143,11143,433.19,
2019/06/12,11141,11141,435.83,
2019/06/13,11117,11117,435.58,
2019/06/14,11160,11160,438.24,
2019/06/17,11160,11160,441.77,
2019/06/18,11156,11156,442.05,
2019/06/19,11270,11270,448.30,
2019/06/20,11232,11232,447.30,
2019/06/21,11294,11294,450.07,
2019/06/24,11298,11298,451.45,
2019/06/25,11220,11220,448.99,
2019/06/26,11120,11120,446.94,
2019/06/27,11139,11139,448.96,
2019/06/28,11213,11213,452.32,
2019/07/01,11339,11339,458.32,
2019/07/02,11443,11443,463.77,
2019/07/03,11387,11387,471.61,
2019/07/04,11484,11484,476.20,
2019/07/05,11495,11495,476.91,
2019/07/08,11555,11555,479.39,
2019/07/09,11529,11529,479.62,
2019/07/10,11563,11563,481.99,
2019/07/11,11524,11524,480.98,
2019/07/12,11576,11576,484.68,
2019/07/16,11566,11566,484.95,0
2019/07/17,11574,11574,486.54,
2019/07/18,11448,11448,486.44,
2019/07/19,11459,11459,487.32,
2019/07/22,11438,11438,486.51,
2019/07/23,11473,11473,489.65,
2019/07/24,11567,11567,496.01,
2019/07/25,11639,11639,500.05,
2019/07/26,11633,11633,501.07,
2019/07/29,11685,11685,504.45,
2019/07/30,11704,11704,506.16,
2019/07/31,11666,11666,506.26,
2019/08/01,11606,11606,504.04,
2019/08/02,11277,11277,490.28,
2019/08/05,11102,11102,493.70,
2019/08/06,10724,10724,478.36,
2019/08/07,10895,10895,488.58,
2019/08/08,10900,10900,491.55,
2019/08/09,11098,11098,504.63,
2019/08/13,10822,10822,494.90,
2019/08/14,11075,11075,509.00,
2019/08/15,10722,10722,495.76,
2019/08/16,10752,10752,498.46,
2019/08/19,10942,10942,513.69,
2019/08/20,11095,11095,522.80,
2019/08/21,10981,10981,519.18,
2019/08/22,11100,11100,526.52,
2019/08/23,11095,11095,527.12,
2019/08/26,10655,10655,506.74,
2019/08/27,10840,10840,515.64,
2019/08/28,10779,10779,515.46,
2019/08/29,10886,10886,522.48,
2019/08/30,11075,11075,532.99,
2019/09/02,11038,11038,531.78,
2019/09/03,11058,11058,533.35,
2019/09/04,10945,10945,527.92,
2019/09/05,11111,11111,548.85,
2019/09/06,11328,11328,560.35,
2019/09/09,11318,11318,560.60,
2019/09/10,11377,11377,564.00,
2019/09/11,11410,11410,566.28,
2019/09/12,11550,11550,573.85,
2019/09/13,11602,11602,576.46,
2019/09/17,11556,11556,578.18,
2019/09/18,11585,11585,579.03,
2019/09/19,11606,11606,579.88,
2019/09/20,11560,11560,577.92,
2019/09/24,11476,11476,573.39,
2019/09/25,11308,11308,565.89,
2019/09/26,11446,11446,573.12,
2019/09/27,11422,11422,572.76,
2019/09/30,11363,11363,570.63,
2019/10/01,11443,11443,575.95,
2019/10/02,11244,11244,567.06,
2019/10/03,11000,11000,566.91,
2019/10/04,11064,11064,570.88,
2019/10/07,11196,11196,578.72,
2019/10/08,11220,11220,581.18,
2019/10/09,11011,11011,572.48,
2019/10/10,11138,11138,580.12,
2019/10/11,11288,11288,588.90,
2019/10/15,11429,11429,597.94,
2019/10/16,11575,11575,606.30,
2019/10/17,11554,11554,607.11,
2019/10/18,11589,11589,612.27,
2019/10/21,11522,11522,606.59,
2019/10/23,11551,11551,608.29,
2019/10/24,11603,11603,612.11,
2019/10/25,11642,11642,614.84,
2019/10/28,11694,11694,618.19,
2019/10/29,11786,11786,623.72,
2019/10/30,11770,11770,624.97,
2019/10/31,11799,11799,624.03,
2019/11/01,11666,11666,617.81,
2019/11/05,11917,11917,631.13,
2019/11/06,11939,11939,645.57,
2019/11/07,11917,11917,645.02,
2019/11/08,12007,12007,649.06,
2019/11/11,12016,12016,650.94,
2019/11/12,11993,11993,650.36,
2019/11/13,11987,11987,650.03,
2019/11/14,11979,11979,651.69,
2019/11/15,11970,11970,651.59,
2019/11/18,12083,12083,657.55,
2019/11/19,12060,12060,662.16,
2019/11/20,12071,12071,663.74,
2019/11/21,12011,12011,660.08,
2019/11/22,12011,12011,661.26,
2019/11/25,12051,12051,663.73,
2019/11/26,12193,12193,671.96,
2019/11/27,12228,12228,676.29,
2019/11/28,12314,12314,681.64,
2019/11/29,12333,12333,683.29,
2019/12/02,12291,12291,680.97,
2019/12/03,12122,12122,672.41,
2019/12/04,11986,11986,679.72,
2019/12/05,12099,12099,687.02,
2019/12/06,12106,12106,688.32,
2019/12/09,12191,12191,694.57,
2019/12/10,12159,12159,693.56,
2019/12/11,12161,12161,695.67,
2019/12/12,12162,12162,697.60,
2019/12/13,12377,12377,711.24,
2019/12/16,12362,12362,711.71,
2019/12/17,12467,12467,723.28,
2019/12/18,12469,12469,724.34,
2019/12/19,12495,12495,726.60,
2019/12/20,12516,12516,728.72,
2019/12/23,12580,12580,730.48,
2019/12/24,12593,12593,732.50,
2019/12/25,12575,12575,733.63,
2019/12/26,12602,12602,736.17,
2019/12/27,12673,12673,740.35,
2019/12/30,12648,12648,741.73,
2020/01/06,12470,12470,732.72,
2020/01/07,12550,12550,739.77,
2020/01/08,12450,12450,748.67,
2020/01/09,12674,12674,764.03,
2020/01/10,12790,12790,772.29,
2020/01/14,12910,12910,781.46,
2020/01/15,12878,12878,781.35,
2020/01/16,12909,12909,788.16,
2020/01/17,13064,13064,800.48,
2020/01/20,13080,13080,803.55,
2020/01/21,13086,13086,805.84,
2020/01/22,13019,13019,801.73,
2020/01/23,13004,13004,812.00,
2020/01/24,13003,13003,814.04,
2020/01/27,12817,12817,802.93,
2020/01/28,12603,12603,791.25,
2020/01/29,12749,12749,802.91,
2020/01/30,12732,12732,802.93,
2020/01/31,12769,12769,807.20,
2020/02/03,12482,12482,790.62,
2020/02/04,12602,12602,799.89,
2020/02/05,12898,12898,835.90,
2020/02/06,13072,13072,849.23,
2020/02/07,13116,13116,854.37,
2020/02/10,13011,13011,848.71,
2020/02/12,13164,13164,858.22,
2020/02/13,13254,13254,867.49,
2020/02/14,13246,13246,869.45,
2020/02/17,13257,13257,872.02,
2020/02/18,13264,13264,878.98,
