date,fang_start_100,rakuten-nasdaq_start_100
2026-05-11,195.21402520954635,184.17
2026-05-12,195.9327745430503,185.21
2026-05-13,195.03060549832577,184.04
2026-05-14,197.83522085012905,186.06
2026-05-15,199.96160982788408,188.21
2026-05-18,197.01409772431592,185.84
2026-05-19,195.4848892016977,185.07
2026-05-20,194.0281954486318,183.95999999999998
2026-05-21,196.69631241068953,186.91
2026-05-22,198.17646682449293,187.57999999999998
2026-05-25,196.71124192206796,188.04000000000002
2026-05-26,196.84347473713396,188.17
2026-05-27,202.8110137138226,191.86
2026-05-28,204.85209119798665,192.08
2026-05-29,206.7097489709301,193.35999999999999
2026-06-01,210.77057606586047,194.15
2026-06-02,214.07426365517094,195.67000000000002
2026-06-03,213.56879305564442,196.89000000000001
2026-06-04,210.92200396698445,196.32
2026-06-05,206.3109177383923,195.38
2026-06-08,195.79627615330475,186.46
2026-06-09,198.7608505555911,189.34
2026-06-10,196.2846844541131,187.35999999999999
2026-06-11,191.49657687631966,183.83
2026-06-12,196.12045982895046,189.38
2026-06-15,194.46328406594577,190.6
2026-06-16,203.34847612344572,196.58
2026-06-17,199.38575724614498,193.09
2026-06-18,197.66886343762664,191.59
2026-06-19,204.01390577345535,196.77
2026-06-22,204.54496982105917,197.3
2026-06-23,199.21300147162327,196.96
2026-06-24,194.32038731418092,190.51
2026-06-25,192.96393456608442,189.87
2026-06-26,191.44112440548554,191.39
2026-06-29,192.34755902488962,189.12
2026-06-30,195.97756307718558,194.14000000000001
2026-07-01,197.6901913110244,197.84
2026-07-02,199.88909505833172,194.70000000000002
2026-07-03,198.05916352080536,189.92
2026-07-06,198.43240130526584,190.29
2026-07-07,201.30739863928167,193.37
2026-07-08,201.69343314778084,190.22
2026-07-09,202.21596604602556,190.94
2026-07-10,203.88593853306887,193.56
2026-07-13,204.54496982105917,194.18
2026-07-14,202.996566212383,190.78
2026-07-15,205.28504702796084,192.68
2026-07-16,207.60551965363533,192.19
2026-07-17,204.50018128692386,189.42000000000002
2026-07-21,201.66783969970353,186.71
2026-07-22,204.57696163115577,191.07
2026-07-23,202.32473820035403,189.94
2026-07-24,199.54784908396783,187.39
2026-07-27,197.6859257363448,184.88
2026-07-28,198.83336532514343,184.44
2026-07-29,197.11647151662507,182.49
2026-07-30,193.5696461705803,178.54000000000002
2026-07-31,195.80054172798432,181.39000000000001
2026-08-03,193.00019195086057,176.89
2026-08-04,200.56092307036067,181.91
2026-08-05,209.55488728218907,188.13
2026-08-06,208.75082645509417,186.84
2026-08-07,209.72124469469148,187.12
2026-08-10,212.26352720370252,188.54999999999998
2026-08-12,212.51093053511636,188.98999999999998
2026-08-13,211.32510077420181,190.39
2026-08-14,215.48830166144134,192.6
2026-08-17,212.99507326124512,191.98
2026-08-18,211.71113528270098,192.13
2026-08-19,208.7742871158317,188.82000000000002
2026-08-20,208.76575596647257,187.29
2026-08-21,208.94917567769315,186.73
2026-08-24,209.3565380595901,186.95999999999998
2026-08-25,208.3050739010813,185.63
2026-08-26,209.46531021391857,186.7
2026-08-27,210.1200759272293,186.86
2026-08-28,213.71808816942863,189.78
2026-08-31,216.0705526051997,189.19
2026-09-01,214.82927037345107,189.08
2026-09-02,213.40030285580224,187.21
2026-09-03,211.5682385309361,185.79000000000002
2026-09-04,211.45946637660757,184.38000000000002
2026-09-07,209.69138567193463,185.10999999999999
2026-09-08,206.7182801202892,182.48
2026-09-09,204.77104527907522,182.26
2026-09-10,204.97579286369353,181.70999999999998
2026-09-11,204.5982895045535,180.85
