ÇÖÇlÇ`ÇwÇhÇr ÇrÇåÇâÇç çëì‡äîéÆÅiì˙åoïΩãœÅj
äÓèÄì˙,äÓèÄâøäz(â~),äÓèÄâøäzÅiï™îzã‡çƒìäéëÅj(â~),ï™îzã‡Åiê≈à¯ëOÅj(â~),èÉéëéYëçäzÅiâ≠â~Åj
2018/02/02,9911,9911,,0.01
2018/02/05,9658,9658,,0.02
2018/02/06,9201,9201,,0.04
2018/02/07,9213,9213,,0.09
2018/02/08,9319,9319,,0.15
2018/02/09,9102,9102,,0.30
2018/02/13,9041,9041,,0.37
2018/02/14,9005,9005,,0.48
2018/02/15,9137,9137,,0.53
2018/02/16,9246,9246,,0.56
2018/02/19,9428,9428,,0.63
2018/02/20,9333,9333,,0.85
2018/02/21,9352,9352,,0.90
2018/02/22,9252,9252,,0.95
2018/02/23,9319,9319,,1.09
2018/02/26,9436,9436,,1.11
2018/02/27,9536,9536,,1.13
2018/02/28,9399,9399,,1.10
2018/03/01,9251,9251,,1.15
2018/03/02,9021,9021,,1.25
2018/03/05,8961,8961,,1.44
2018/03/06,9122,9122,,1.58
2018/03/07,9051,9051,,1.56
2018/03/08,9101,9101,,1.57
2018/03/09,9144,9144,,1.58
2018/03/12,9295,9295,,1.60
2018/03/13,9356,9356,,1.52
2018/03/14,9274,9274,,1.49
2018/03/15,9286,9286,,1.51
2018/03/16,9231,9231,,1.49
2018/03/19,9147,9147,,1.46
2018/03/20,9105,9105,,1.47
2018/03/22,9195,9195,,1.52
2018/03/23,8779,8779,,1.48
2018/03/26,8842,8842,,1.68
2018/03/27,9078,9078,,1.77
2018/03/28,9024,9024,,1.68
2018/03/29,9079,9079,,1.81
2018/03/30,9205,9205,,2.29
2018/04/02,9177,9177,,2.29
2018/04/03,9136,9136,,2.29
2018/04/04,9148,9148,,2.68
2018/04/05,9287,9287,,2.72
2018/04/06,9254,9254,,2.70
2018/04/09,9301,9301,,2.71
2018/04/10,9352,9352,,2.80
2018/04/11,9305,9305,,2.77
2018/04/12,9294,9294,,2.79
2018/04/13,9345,9345,,2.82
2018/04/16,9369,9369,,2.24
2018/04/17,9374,9374,,1.99
2018/04/18,9508,9508,,2.01
2018/04/19,9522,9522,,1.92
2018/04/20,9509,9509,,1.93
2018/04/23,9477,9477,,1.98
2018/04/24,9558,9558,,2.10
2018/04/25,9532,9532,0,1.99
2018/04/26,9576,9576,,2.01
2018/04/27,9643,9643,,2.06
2018/05/01,9659,9659,,2.07
2018/05/02,9644,9644,,2.19
2018/05/07,9641,9641,,2.24
2018/05/08,9660,9660,,2.33
2018/05/09,9617,9617,,2.33
2018/05/10,9655,9655,,2.41
2018/05/11,9768,9768,,2.53
2018/05/14,9814,9814,,2.51
2018/05/15,9793,9793,,2.65
2018/05/16,9751,9751,,2.77
2018/05/17,9803,9803,,2.91
2018/05/18,9842,9842,,2.85
2018/05/21,9873,9873,,2.79
2018/05/22,9854,9854,,2.85
2018/05/23,9738,9738,,2.84
2018/05/24,9630,9630,,2.94
2018/05/25,9636,9636,,2.98
2018/05/28,9649,9649,,3.46
2018/05/29,9595,9595,,3.05
2018/05/30,9450,9450,,3.05
2018/05/31,9529,9529,,3.33
2018/06/01,9516,9516,,3.62
2018/06/04,9647,9647,,3.68
2018/06/05,9674,9674,,3.69
2018/06/06,9711,9711,,3.21
2018/06/07,9796,9796,,3.28
2018/06/08,9740,9740,,3.21
2018/06/11,9787,9787,,3.25
2018/06/12,9819,9819,,3.28
2018/06/13,9856,9856,,3.36
2018/06/14,9758,9758,,3.21
2018/06/15,9807,9807,,3.24
2018/06/18,9733,9733,,3.27
2018/06/19,9560,9560,,3.33
2018/06/20,9679,9679,,3.49
2018/06/21,9738,9738,,3.58
2018/06/22,9662,9662,,3.61
2018/06/25,9586,9586,,3.67
2018/06/26,9588,9588,,3.70
2018/06/27,9569,9569,,3.76
2018/06/28,9569,9569,,3.81
2018/06/29,9584,9584,,3.85
2018/07/02,9372,9372,,3.83
2018/07/03,9360,9360,,3.78
2018/07/04,9331,9331,,3.91
2018/07/05,9257,9257,,3.91
2018/07/06,9361,9361,,3.79
2018/07/09,9475,9475,,3.86
2018/07/10,9536,9536,,3.92
2018/07/11,9423,9423,,3.81
2018/07/12,9533,9533,,3.82
2018/07/13,9708,9708,,3.87
2018/07/17,9751,9751,,3.81
2018/07/18,9793,9793,,3.58
2018/07/19,9780,9780,,3.51
2018/07/20,9752,9752,,3.50
2018/07/23,9622,9622,,3.47
2018/07/24,9671,9671,,3.62
2018/07/25,9715,9715,,3.66
2018/07/26,9703,9703,,3.70
2018/07/27,9758,9758,,3.76
2018/07/30,9686,9686,,3.73
2018/07/31,9689,9689,,3.83
2018/08/01,9772,9772,,3.92
2018/08/02,9671,9671,,3.99
2018/08/03,9677,9677,,4.16
2018/08/06,9669,9669,,4.20
2018/08/07,9736,9736,,4.34
2018/08/08,9728,9728,,4.35
2018/08/09,9708,9708,,4.29
2018/08/10,9579,9579,,4.29
2018/08/13,9394,9394,,4.30
2018/08/14,9607,9607,,5.61
2018/08/15,9541,9541,,5.51
2018/08/16,9536,9536,,5.65
2018/08/17,9570,9570,,5.83
2018/08/20,9539,9539,,5.63
2018/08/21,9548,9548,,5.75
2018/08/22,9609,9609,,5.76
2018/08/23,9630,9630,,4.94
2018/08/24,9712,9712,,5.01
2018/08/27,9797,9797,,5.16
2018/08/28,9803,9803,,5.76
2018/08/29,9824,9824,,5.68
2018/08/30,9833,9833,,5.84
2018/08/31,9831,9831,,5.82
2018/09/03,9763,9763,,5.13
2018/09/04,9759,9759,,5.82
2018/09/05,9708,9708,,5.82
2018/09/06,9668,9668,,5.80
2018/09/07,9591,9591,,5.64
2018/09/10,9618,9618,,5.82
2018/09/11,9743,9743,,6.03
2018/09/12,9718,9718,,5.96
2018/09/13,9811,9811,,6.11
2018/09/14,9928,9928,,6.14
2018/09/18,10069,10069,,6.07
2018/09/19,10178,10178,,6.11
2018/09/20,10179,10179,,6.49
2018/09/21,10263,10263,,6.37
2018/09/25,10292,10292,,6.36
2018/09/26,10400,10400,,5.70
2018/09/27,10298,10298,,6.21
2018/09/28,10437,10437,,7.22
2018/10/01,10492,10492,,7.05
2018/10/02,10503,10503,,7.27
2018/10/03,10434,10434,,7.50
2018/10/04,10374,10374,,7.84
2018/10/05,10292,10292,,7.90
2018/10/09,10156,10156,,8.06
2018/10/10,10172,10172,,8.19
2018/10/11,9775,9775,,8.05
2018/10/12,9820,9820,,9.06
2018/10/15,9638,9638,,9.75
2018/10/16,9758,9758,,10.14
2018/10/17,9887,9887,,10.45
2018/10/18,9807,9807,,10.62
2018/10/19,9753,9753,,10.82
2018/10/22,9789,9789,,11.08
2018/10/23,9526,9526,,10.88
2018/10/24,9562,9562,,11.46
2018/10/25,9207,9207,,10.52
2018/10/26,9169,9169,,11.48
2018/10/29,9154,9154,,11.12
2018/10/30,9292,9292,,11.47
2018/10/31,9494,9494,,11.69
2018/11/01,9392,9392,,11.50
2018/11/02,9635,9635,,12.05
2018/11/05,9485,9485,,11.53
2018/11/06,9593,9593,,12.08
2018/11/07,9566,9566,,11.93
2018/11/08,9740,9740,,12.18
2018/11/09,9637,9637,,11.94
2018/11/12,9645,9645,,12.11
2018/11/13,9446,9446,,11.91
2018/11/14,9461,9461,,12.64
2018/11/15,9443,9443,,12.68
2018/11/16,9389,9389,,13.50
2018/11/19,9451,9451,,12.99
2018/11/20,9347,9347,,12.84
2018/11/21,9315,9315,,12.94
2018/11/22,9376,9376,,13.71
2018/11/26,9447,9447,,13.37
2018/11/27,9508,9508,,13.26
2018/11/28,9605,9605,,13.28
2018/11/29,9642,9642,,13.35
2018/11/30,9680,9680,,12.90
2018/12/03,9777,9777,,12.88
2018/12/04,9544,9544,,12.69
2018/12/05,9493,9493,,12.97
2018/12/06,9312,9312,,12.85
2018/12/07,9389,9389,,13.15
2018/12/10,9190,9190,,13.20
2018/12/11,9159,9159,,13.26
2018/12/12,9356,9356,,13.69
2018/12/13,9448,9448,,13.75
2018/12/14,9257,9257,,13.47
2018/12/17,9314,9314,,13.53
2018/12/18,9144,9144,,13.32
2018/12/19,9089,9089,,13.10
2018/12/20,8830,8830,,12.90
2018/12/21,8732,8732,,13.23
2018/12/25,8293,8293,,12.78
2018/12/26,8386,8386,,13.38
2018/12/27,8710,8710,,14.44
2018/12/28,8684,8684,,14.35
2019/01/04,8486,8486,,14.03
2019/01/07,8694,8694,,14.68
2019/01/08,8765,8765,,14.72
2019/01/09,8862,8862,,14.79
2019/01/10,8747,8747,,14.45
2019/01/11,8832,8832,,14.69
2019/01/15,8917,8917,,14.80
2019/01/16,8868,8868,,14.52
2019/01/17,8851,8851,,14.58
2019/01/18,8965,8965,,14.75
2019/01/21,8989,8989,,14.73
2019/01/22,8946,8946,,15.08
2019/01/23,8934,8934,,15.07
2019/01/24,8926,8926,,15.13
2019/01/25,9012,9012,,15.34
2019/01/28,8958,8958,,15.28
2019/01/29,8965,8965,,15.34
2019/01/30,8919,8919,,15.27
2019/01/31,9012,9012,,15.55
2019/02/01,9019,9019,,15.51
2019/02/04,9060,9060,,15.76
2019/02/05,9043,9043,,15.76
2019/02/06,9056,9056,,15.82
2019/02/07,9003,9003,,15.65
2019/02/08,8821,8821,,15.34
2019/02/12,9052,9052,,15.87
2019/02/13,9174,9174,,16.00
2019/02/14,9171,9171,,15.78
2019/02/15,9068,9068,,15.56
2019/02/18,9233,9233,,15.95
2019/02/19,9242,9242,,16.00
2019/02/20,9298,9298,,16.06
2019/02/21,9312,9312,,16.11
2019/02/22,9295,9295,,16.06
2019/02/25,9340,9340,,16.31
2019/02/26,9312,9312,,16.30
2019/02/27,9358,9358,,16.59
2019/02/28,9284,9284,,15.95
2019/03/01,9378,9378,,16.18
2019/03/04,9473,9473,,16.37
2019/03/05,9432,9432,,16.42
2019/03/06,9376,9376,,16.57
2019/03/07,9314,9314,,16.55
2019/03/08,9127,9127,,16.31
2019/03/11,9171,9171,,15.98
2019/03/12,9335,9335,,16.39
2019/03/13,9242,9242,,16.19
2019/03/14,9241,9241,,16.31
2019/03/15,9312,9312,,16.47
2019/03/18,9370,9370,,16.50
2019/03/19,9362,9362,,16.54
2019/03/20,9380,9380,,16.52
2019/03/22,9388,9388,,16.58
2019/03/25,9105,9105,,16.02
2019/03/26,9300,9300,,17.22
2019/03/27,9354,9354,,16.70
2019/03/28,9203,9203,,16.50
2019/03/29,9278,9278,,16.88
2019/04/01,9410,9410,,17.07
2019/04/02,9408,9408,,16.81
2019/04/03,9500,9500,,16.56
2019/04/04,9505,9505,,15.91
2019/04/05,9541,9541,,15.85
2019/04/08,9521,9521,,14.86
2019/04/09,9538,9538,,15.02
2019/04/10,9488,9488,,14.99
2019/04/11,9498,9498,,14.96
2019/04/12,9569,9569,,15.10
2019/04/15,9699,9699,,15.22
2019/04/16,9722,9722,,14.73
2019/04/17,9747,9747,,14.69
2019/04/18,9665,9665,,14.21
2019/04/19,9713,9713,,14.45
2019/04/22,9721,9721,,14.39
2019/04/23,9739,9739,,14.37
2019/04/24,9712,9712,,14.33
2019/04/25,9764,9764,0,14.93
2019/04/26,9743,9743,,14.84
2019/05/07,9597,9597,,14.80
2019/05/08,9456,9456,,19.17
2019/05/09,9368,9368,,21.07
2019/05/10,9343,9343,,21.52
2019/05/13,9277,9277,,21.63
2019/05/14,9222,9222,,21.88
2019/05/15,9276,9276,,22.42
2019/05/16,9222,9222,,22.45
2019/05/17,9304,9304,,22.84
2019/05/20,9326,9326,,23.17
2019/05/21,9313,9313,,23.28
2019/05/22,9318,9318,,23.46
2019/05/23,9260,9260,,23.46
2019/05/24,9245,9245,,23.58
2019/05/27,9274,9274,,23.86
2019/05/28,9308,9308,,24.11
2019/05/29,9195,9195,,23.90
2019/05/30,9169,9169,,24.32
2019/05/31,9019,9019,,24.11
2019/06/03,8936,8936,,24.13
2019/06/04,8935,8935,,24.39
2019/06/05,9096,9096,,25.34
2019/06/06,9095,9095,,25.31
2019/06/07,9144,9144,,25.50
2019/06/10,9253,9253,,25.71
2019/06/11,9283,9283,,26.17
2019/06/12,9251,9251,,25.82
2019/06/13,9208,9208,,25.34
2019/06/14,9245,9245,,25.44
2019/06/17,9248,9248,,25.48
2019/06/18,9182,9182,,25.39
2019/06/19,9339,9339,,25.83
2019/06/20,9396,9396,,26.86
2019/06/21,9306,9306,,26.30
2019/06/24,9318,9318,,25.84
2019/06/25,9278,9278,,25.83
2019/06/26,9245,9245,,25.79
2019/06/27,9355,9355,,26.19
2019/06/28,9328,9328,,25.88
2019/07/01,9527,9527,,26.53
2019/07/02,9538,9538,,27.01
2019/07/03,9486,9486,,26.66
2019/07/04,9515,9515,,26.78
2019/07/05,9534,9534,,26.65
2019/07/08,9441,9441,,26.93
2019/07/09,9454,9454,,27.14
2019/07/10,9440,9440,,27.04
2019/07/11,9488,9488,,27.21
2019/07/12,9507,9507,,27.29
2019/07/16,9441,9441,,27.10
2019/07/17,9412,9412,,27.10
2019/07/18,9226,9226,,26.74
2019/07/19,9410,9410,,27.82
2019/07/22,9388,9388,,27.65
2019/07/23,9478,9478,,27.95
2019/07/24,9517,9517,,27.53
2019/07/25,9537,9537,,27.33
2019/07/26,9493,9493,,26.28
2019/07/29,9475,9475,,26.45
2019/07/30,9516,9516,,26.65
2019/07/31,9435,9435,,26.43
2019/08/01,9442,9442,,26.76
2019/08/02,9243,9243,,26.47
2019/08/05,9083,9083,,27.43
2019/08/06,9026,9026,,28.24
2019/08/07,8995,8995,,28.87
2019/08/08,9029,9029,,29.29
2019/08/09,9069,9069,,29.75
2019/08/13,8967,8967,,29.52
2019/08/14,9055,9055,,29.98
2019/08/15,8946,8946,,30.03
2019/08/16,8952,8952,,30.38
2019/08/19,9015,9015,,30.69
2019/08/20,9065,9065,,30.83
2019/08/21,9039,9039,,30.74
2019/08/22,9043,9043,,30.75
2019/08/23,9080,9080,,30.87
2019/08/26,8882,8882,,30.09
2019/08/27,8966,8966,,31.07
2019/08/28,8977,8977,,31.00
2019/08/29,8975,8975,,31.14
2019/08/30,9082,9082,,31.60
2019/09/02,9045,9045,,31.22
2019/09/03,9047,9047,,31.42
2019/09/04,9058,9058,,31.41
2019/09/05,9249,9249,,32.11
2019/09/06,9299,9299,,30.65
2019/09/09,9351,9351,,30.10
2019/09/10,9383,9383,,30.12
2019/09/11,9473,9473,,29.98
2019/09/12,9544,9544,,29.99
2019/09/13,9644,9644,,29.56
2019/09/17,9650,9650,,29.14
2019/09/18,9632,9632,,28.50
2019/09/19,9668,9668,,28.35
2019/09/20,9684,9684,,23.84
2019/09/24,9692,9692,,23.86
2019/09/25,9657,9657,,23.74
2019/09/26,9670,9670,,23.89
2019/09/27,9665,9665,,23.91
2019/09/30,9612,9612,,24.17
2019/10/01,9670,9670,,24.40
2019/10/02,9621,9621,,24.45
2019/10/03,9428,9428,,24.01
2019/10/04,9458,9458,,24.32
2019/10/07,9444,9444,,24.63
2019/10/08,9538,9538,,24.98
2019/10/09,9479,9479,,24.77
2019/10/10,9521,9521,,25.05
2019/10/11,9630,9630,,25.23
2019/10/15,9811,9811,,25.42
2019/10/16,9929,9929,,25.41
2019/10/17,9919,9919,,24.20
2019/10/18,9937,9937,,23.60
2019/10/21,9963,9963,,23.53
2019/10/23,9997,9997,,23.57
2019/10/24,10052,10052,,23.68
2019/10/25,10073,10073,,24.02
2019/10/28,10103,10103,,24.06
2019/10/29,10151,10151,,24.44
2019/10/30,10093,10093,,24.25
2019/10/31,10130,10130,,24.42
2019/11/01,10096,10096,,24.21
2019/11/05,10275,10275,,24.97
2019/11/06,10297,10297,,24.92
2019/11/07,10309,10309,,25.15
2019/11/08,10336,10336,,25.05
2019/11/11,10310,10310,,25.18
2019/11/12,10393,10393,,25.56
2019/11/13,10304,10304,,25.30
2019/11/14,10225,10225,,25.51
2019/11/15,10298,10298,,25.78
2019/11/18,10347,10347,,26.01
2019/11/19,10292,10292,,26.19
2019/11/20,10229,10229,,26.08
2019/11/21,10180,10180,,26.10
2019/11/22,10213,10213,,26.85
2019/11/25,10293,10293,,27.11
2019/11/26,10328,10328,,27.52
2019/11/27,10357,10357,,27.01
2019/11/28,10344,10344,,26.74
2019/11/29,10293,10293,,26.42
2019/12/02,10397,10397,,26.92
2019/12/03,10330,10330,,26.08
2019/12/04,10222,10222,,26.09
2019/12/05,10296,10296,,26.68
2019/12/06,10320,10320,,26.83
2019/12/09,10353,10353,,26.79
2019/12/10,10344,10344,,26.43
2019/12/11,10336,10336,,26.47
2019/12/12,10350,10350,,26.61
2019/12/13,10615,10615,,27.25
2019/12/16,10584,10584,,25.84
2019/12/17,10634,10634,,26.02
2019/12/18,10575,10575,,26.38
2019/12/19,10545,10545,,26.46
2019/12/20,10523,10523,,26.60
2019/12/23,10525,10525,,26.89
2019/12/24,10529,10529,,27.05
2019/12/25,10508,10508,,27.52
2019/12/26,10571,10571,,27.88
2019/12/27,10550,10550,,27.73
2019/12/30,10470,10470,,27.68
2020/01/06,10269,10269,,28.52
2020/01/07,10433,10433,,29.66
2020/01/08,10269,10269,,29.03
2020/01/09,10506,10506,,30.35
2020/01/10,10555,10555,,29.18
2020/01/14,10632,10632,,28.91
2020/01/15,10584,10584,,28.75
2020/01/16,10592,10592,,28.93
2020/01/17,10639,10639,,28.88
2020/01/20,10658,10658,,28.55
2020/01/21,10561,10561,,28.49
2020/01/22,10635,10635,,29.69
2020/01/23,10530,10530,,29.11
2020/01/24,10544,10544,,30.11
2020/01/27,10330,10330,,29.57
2020/01/28,10273,10273,,30.40
2020/01/29,10346,10346,,33.05
2020/01/30,10169,10169,,32.47
2020/01/31,10269,10269,,33.75
2020/02/03,10166,10166,,33.31
2020/02/04,10217,10217,,34.56
2020/02/05,10321,10321,,34.69
2020/02/06,10566,10566,,34.58
2020/02/07,10546,10546,,32.59
2020/02/10,10482,10482,,32.07
2020/02/12,10560,10560,,32.61
2020/02/13,10545,10545,,32.11
2020/02/14,10483,10483,,31.97
2020/02/17,10411,10411,,31.98
2020/02/18,10265,10265,,32.11
2020/02/19,10356,10356,,32.91
2020/02/20,10391,10391,,32.75
2020/02/21,10350,10350,,32.37
2020/02/25,10005,10005,,31.26
2020/02/26,9926,9926,,34.42
2020/02/27,9722,9722,,35.19
2020/02/28,9366,9366,,34.64
2020/03/02,9454,9454,,35.70
2020/03/03,9339,9339,,36.14
2020/03/04,9347,9347,,37.32
2020/03/05,9448,9448,,38.39
2020/03/06,9191,9191,,37.35
2020/03/09,8724,8724,,36.34
2020/03/10,8804,8804,,37.98
2020/03/11,8604,8604,,38.16
2020/03/12,8223,8223,,36.89
2020/03/13,7723,7723,,35.51
2020/03/16,7535,7535,,36.47
2020/03/17,7538,7538,,37.38
2020/03/18,7413,7413,,37.41
2020/03/19,7337,7337,,37.57
2020/03/23,7484,7484,,39.21
2020/03/24,8019,8019,,42.59
2020/03/25,8660,8660,,46.37
2020/03/26,8268,8268,,44.86
2020/03/27,8590,8590,,46.90
